FACILITY,LOT,SCENARIO_NAME,PLAN_ID,STARTDATE,STARTOPER,ENDOPER,EXPECTEDOUT,EXPECTEDWT,CURRENTWT,COMMITOUT,COMMITPAS,COMMITWT,PAS,ACTIVE,KEEPACTIVE,UPDATED_BY,UPDATED_TIME,LOTTITLE,AUTOTRACKCHILD,ARCHIVE,EXEC_VIEW_WT,EXEC_VIEW_LOTTITLE,EXEC_VIEW_EXCLUDE,PAST24PAS,STARTOPERSEQ,ENDOPERSEQ,ADDED_BY,NEXSIM,AUTOLOAD_CONFIG,CURRENTOPER_CTG_DAYS,CURRENTOPERSEQ,REMAINING_PLANNED_CT,REMAINING_ACTIVITY_CNT,COMPLETED_ACTUAL_CT,COMPLETED_ACTIVITY_CNT,LAST_MOVEOUT,LAST_MOVEOUT_SEQNO,AUTOLOAD_DEACTIVE_DATE,SEGMENT_DAY,SECURITY_CODE
F32,L5139560,SundanceMesa1 A-0 NPI S2,4646.0,2025-04-02 15:14:00,214971,9812,2025-07-17 18:00:19,6.32,6.53,2025-07-27 18:00:00,9.999780092592589,5.23,5.41963385888889,Y,N,AMR\kesteves,2025-05-19 23:11:15,SundanceMesa1 A-0 NPI S2,Y,N,,,N,0.5476022092592593,115.0,2441.0,AMR\kesteves,N,-1.0,0.0064487500000000005,1065.0,58.78629763,360.0,47.58503472222222,311.0,2025-05-19 23:08:03,1064.0,,53.0,131072.0
