COMMON_NAME,TITLE,FAB_PROD,RET_PROD,REV,LAYER,STEP,PLATE_TYPE,TAPEIN_TREND,ITO_TREND,ITO_COMMIT,ITO_STATUS,RET_FABREV,FAB,BARCODE,IMO_TREND,IMO_COMMIT,IMO_STATUS,SHIPDATE,FAB_REQUIREDDATE,IMO_DOTPROCESS,IMO_ISHOT,TECHNOLOGY,TO_ENGCONTACT,DBNAMES,LAST_UPDATED_TIMESTAMP
PANTHERLAKECPU-UDIE,0EA4,8PXMCVAG,8PXMCG,0,TPB,G,EA6M,12/09/2024,12/13/2024,2024-12-13 12:00:00,Released,REV 3.6.2.0,F32,8PXMCGTPB0EA4,07/04/2025,2025-06-16 00:00:00,Shipped,2025-07-04 10:52:38,07/31/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0EA5,8PXMCVAG,8PXMCG,0,TPB,G,EA6M,12/09/2024,12/13/2024,2024-12-13 12:00:00,Released,REV 3.6.2.0,F32,8PXMCGTPB0EA5,06/27/2025,2025-06-23 00:00:00,Shipped,2025-06-27 08:40:27,07/31/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0EA3,8PXMCVAG,8PXMCG,0,VCG,G,EA6M,12/11/2024,12/13/2024,2024-12-18 07:02:00,Released,REV 5.0.0.0,F32,8PXMCGVCG0EA3,06/17/2025,2025-06-20 00:00:00,Shipped,2025-06-17 21:43:45,08/10/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0b.oas,f300288.oas",2025-05-01 05:15:45
PANTHERLAKECPU-UDIE,0EA4,8PXMCVAG,8PXMCG,0,VCG,G,EA6M,12/11/2024,12/13/2024,2024-12-18 07:02:00,Released,REV 5.0.0.0,F32,8PXMCGVCG0EA4,06/28/2025,2025-06-27 00:00:00,Shipped,2025-06-28 01:00:09,08/10/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0b.oas,f300288.oas",2025-05-01 05:15:45
PANTHERLAKECPU-UDIE,0EA4,8PXMCVAG,8PXMCG,0,VCT,G,EA6M,12/11/2024,12/13/2024,2024-12-18 07:02:00,Released,REV 6.0.0.0,F32,8PXMCGVCT0EA4,06/29/2025,2025-06-28 00:00:00,Shipped,2025-06-29 00:00:51,08/11/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0b.oas,f300288.oas",2025-05-01 06:44:19
PANTHERLAKECPU-UDIE,0EA5,8PXMCVAG,8PXMCG,0,VCT,G,EA6M,12/11/2024,12/13/2024,2024-12-18 07:02:00,Released,REV 6.0.0.0,F32,8PXMCGVCT0EA5,06/30/2025,2025-06-21 00:00:00,Shipped,2025-06-30 22:46:07,08/11/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0b.oas,f300288.oas",2025-05-01 06:44:19
PANTHERLAKECPU-UDIE,0AA5,8PXMCVAG,8PXMCG,0,DVG,G,AI6N,12/09/2024,12/11/2024,2024-12-13 12:00:00,Released,REV 1.4.0.0,F52,8PXMCGDVG0AA5,07/12/2025,2025-07-19 00:00:00,Shipped,2025-07-12 14:27:37,08/07/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0AA6,8PXMCVAG,8PXMCG,0,DVG,G,AI6N,12/09/2024,12/11/2024,2024-12-13 12:00:00,Released,REV 1.4.0.0,F32,8PXMCGDVG0AA6,07/10/2025,2025-07-19 00:00:00,Shipped,2025-07-10 14:33:51,08/07/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0AA4,8PXMCVAG,8PXMCG,0,DVP,G,AI6N,12/09/2024,12/11/2024,2024-12-13 12:00:00,Released,REV 1.1.0.0,F32,8PXMCGDVP0AA4,07/02/2025,2025-07-19 00:00:00,Shipped,2025-07-02 04:05:06,08/08/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0AA5,8PXMCVAG,8PXMCG,0,DVP,G,AI6N,12/09/2024,12/11/2024,2024-12-13 12:00:00,Released,REV 1.1.0.0,F32,8PXMCGDVP0AA5,07/03/2025,2025-07-19 00:00:00,Shipped,2025-07-03 06:58:11,08/08/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0AA4,8PXMCVAG,8PXMCG,0,GC1,G,AI6U,12/09/2024,12/15/2024,2024-12-15 12:00:00,Released,REV 2.2.0.1,F52,8PXMCGGC10AA4,~12/22/2024,2025-07-19 00:00:00,Rejected,,08/03/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0AA5,8PXMCVAG,8PXMCG,0,GC1,G,AI6U,12/09/2024,12/15/2024,2024-12-15 12:00:00,Released,REV 2.2.0.1,F32,8PXMCGGC10AA5,07/11/2025,2025-07-19 00:00:00,Shipped,2025-07-11 12:37:37,08/03/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0AA3,8PXMCVAG,8PXMCG,0,GC2,G,AI6U,12/09/2024,12/14/2024,2024-12-15 12:00:00,Released,REV 2.2.0.1,F52,8PXMCGGC20AA3,07/23/2025,2025-07-19 00:00:00,Shipped,2025-07-23 21:28:15,08/04/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0AA4,8PXMCVAG,8PXMCG,0,GC2,G,AI6U,12/09/2024,12/14/2024,2024-12-15 12:00:00,Released,REV 2.2.0.1,F32,8PXMCGGC20AA4,07/18/2025,2025-07-19 00:00:00,Shipped,2025-07-18 22:11:07,08/04/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0AB3,8PXMCVAG,8PXMCG,0,DR4,G,AI6N,12/22/2024,12/24/2024,2024-12-29 11:02:00,Released,REV 1.2.6.0,F32,8PXMCGDR40AB3,07/01/2025,2025-07-19 00:00:00,Shipped,2025-07-01 11:01:24,07/24/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0c.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0AB4,8PXMCVAG,8PXMCG,0,DR4,G,AI6N,12/22/2024,12/24/2024,2024-12-29 11:02:00,Released,REV 1.2.6.0,F32,8PXMCGDR40AB4,07/16/2025,2025-07-19 00:00:00,Shipped,2025-07-16 22:51:39,07/24/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0c.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0AA3,8PXMCVAG,8PXMCG,0,DR5,G,AI6N,12/09/2024,12/11/2024,2024-12-13 12:00:00,Released,REV 1.3.2.0,F32,8PXMCGDR50AA3,07/08/2025,2025-07-19 00:00:00,Shipped,2025-07-08 05:36:32,07/21/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 06:44:19
PANTHERLAKECPU-UDIE,0AA4,8PXMCVAG,8PXMCG,0,DR5,G,AI6N,12/09/2024,12/11/2024,2024-12-13 12:00:00,Released,REV 1.3.2.0,F32,8PXMCGDR50AA4,07/13/2025,2025-07-19 00:00:00,Shipped,2025-07-13 22:05:11,07/21/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 06:44:19
PANTHERLAKECPU-UDIE,0AB3,8PXMCVAG,8PXMCG,0,DR6,G,AI6N,05/22/2025,05/28/2025,2025-05-29 07:00:00,Released,REV 3.1.6.0,F32,8PXMCGDR60AB3,07/08/2025,2025-07-19 00:00:00,Shipped,2025-07-08 06:30:48,07/23/2025,1278.3-17,,1278.3,REILLYCO,"8pxmcg_0a.oas,f300288.oas",2025-05-28 10:44:01
PANTHERLAKECPU-UDIE,0EA11,8PXMCVAG,8PXMCG,0,DPR,G,EA6M,12/09/2024,12/11/2024,2024-12-13 12:00:00,Released,REV 2.2.7.0,F52,8PXMCGDPR0EA11,08/23/2025,2025-09-07 00:00:00,Processing - Active,,~08/23/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-02 11:24:17
PANTHERLAKECPU-UDIE,0EA12,8PXMCVAG,8PXMCG,0,DPR,G,EA6M,12/09/2024,12/11/2024,2024-12-13 12:00:00,Released,REV 2.2.7.0,F52,8PXMCGDPR0EA12,08/24/2025,2025-09-07 00:00:00,Processing - Active,,~08/24/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-02 11:24:17
PANTHERLAKECPU-UDIE,9EB4,8PXMCVAG,8PXMCG,1,MT2,G,EB6X,05/14/2025,05/28/2025,2025-05-29 07:00:00,Released,REV 5.1.1.0,F52,8PXMCGMT29EB4,08/28/2025,2025-08-11 08:43:10,Processing - Active,,09/12/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_1a.oas,f300288b_eng.oas",2025-05-28 11:44:01
PANTHERLAKECPU-UDIE,1EA4,8PXMCVAG,8PXMCG,1,MT3,G,EB6X,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 5.2.3.0,F52,8PXMCGMT31EA4,08/26/2025,2025-08-11 08:43:10,Processing - Active,,09/14/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 10:44:00
PANTHERLAKECPU-UDIE,1EA5,8PXMCVAG,8PXMCG,1,MT3,G,EB6X,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 5.2.3.0,F52,8PXMCGMT31EA5,08/28/2025,2025-08-10 08:43:10,Processing - Active,,09/14/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 10:44:00
PANTHERLAKECPU-UDIE,1EA10,8PXMCVAG,8PXMCG,1,MT4,G,EB6X,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 5.1.2.0,F52,8PXMCGMT41EA10,08/28/2025,2025-08-10 08:43:10,Processing - Active,,09/16/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 10:44:00
PANTHERLAKECPU-UDIE,1EA9,8PXMCVAG,8PXMCG,1,MT4,G,EB6X,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 5.1.2.0,F52,8PXMCGMT41EA9,08/28/2025,2025-08-09 08:43:10,Processing - Active,,09/16/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 10:44:00
PANTHERLAKECPU-UDIE,1EA5,8PXMCVAG,8PXMCG,1,VA0,G,EA6M,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 4.1.0.0,F52,8PXMCGVA01EA5,08/25/2025,2025-08-09 08:43:10,Processing - Active,,09/08/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 10:24:00
PANTHERLAKECPU-UDIE,1EA6,8PXMCVAG,8PXMCG,1,VA0,G,EA6M,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 4.1.0.0,F52,8PXMCGVA01EA6,09/03/2025,2025-08-08 08:43:10,Processing - Active,,09/08/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 10:24:00
PANTHERLAKECPU-UDIE,1EA5,8PXMCVAG,8PXMCG,1,VA1,G,EA6M,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 5.0.0.0,F52,8PXMCGVA11EA5,09/07/2025,2025-08-08 08:43:10,Processing - Active,,09/13/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 10:24:00
PANTHERLAKECPU-UDIE,1EA6,8PXMCVAG,8PXMCG,1,VA1,G,EA6M,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 5.0.0.0,F52,8PXMCGVA11EA6,08/27/2025,2025-08-07 08:43:10,Processing - Active,,09/13/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 10:24:00
PANTHERLAKECPU-UDIE,1EA5,8PXMCVAG,8PXMCG,1,VA2,G,EA6M,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 4.1.2.0,F52,8PXMCGVA21EA5,09/02/2025,2025-08-07 08:43:10,Processing - Active,,09/15/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 10:04:00
PANTHERLAKECPU-UDIE,1EA6,8PXMCVAG,8PXMCG,1,VA2,G,EA6M,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 4.1.2.0,F52,8PXMCGVA21EA6,09/07/2025,2025-08-07 08:43:10,Processing - Active,,09/15/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 10:04:00
PANTHERLAKECPU-UDIE,1NA3,8PXMCVAG,8PXMCG,1,M11,G,NG6N,04/28/2025,04/30/2025,2025-05-08 12:00:00,Released,REV 1.5.0.0,F52,8PXMCGM111NA3,08/20/2025,2025-09-07 00:00:00,Processing - Active,,~08/20/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1b.oas,f300288b.oas",2025-04-30 11:04:00
PANTHERLAKECPU-UDIE,1NA4,8PXMCVAG,8PXMCG,1,M11,G,NG6N,04/28/2025,04/30/2025,2025-05-08 12:00:00,Released,REV 1.5.0.0,F52,8PXMCGM111NA4,08/20/2025,2025-09-07 00:00:00,Processing - Active,,~08/20/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1b.oas,f300288b.oas",2025-04-30 11:04:00
PANTHERLAKECPU-UDIE,1NA3,8PXMCVAG,8PXMCG,1,M12,G,NG6N,04/28/2025,04/30/2025,2025-05-08 12:00:00,Released,REV 1.5.0.0,F52,8PXMCGM121NA3,08/20/2025,2025-09-07 00:00:00,Processing - Active,,~08/20/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1b.oas,f300288b.oas",2025-04-30 10:44:00
PANTHERLAKECPU-UDIE,1NA4,8PXMCVAG,8PXMCG,1,M12,G,NG6N,04/28/2025,04/30/2025,2025-05-08 12:00:00,Released,REV 1.5.0.0,F52,8PXMCGM121NA4,08/19/2025,2025-09-07 00:00:00,Processing - Active,,~08/19/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1b.oas,f300288b.oas",2025-04-30 10:44:00
PANTHERLAKECPU-UDIE,0EB2,8PXMCVAG,8PXMCG,0,DPR,G,EA6M,06/30/2025,07/14/2025,2025-07-13 12:00:00,Released,REV 2.2.12.0,F52,8PXMCGDPR0EB2,09/09/2025,2025-09-19 00:00:00,Processing - Active,,~09/09/2025,1278.3-17,,1278.3,VERJAVEC,"8pxmcg_0a.oas,f300288.oas",2025-07-14 09:44:10
PANTHERLAKECPU-UDIE,0EB3,8PXMCVAG,8PXMCG,0,DPR,G,EA6M,06/30/2025,07/14/2025,2025-07-13 12:00:00,Released,REV 2.2.12.0,F52,8PXMCGDPR0EB3,09/09/2025,2025-09-19 00:00:00,Processing - Active,,~09/09/2025,1278.3-17,,1278.3,VERJAVEC,"8pxmcg_0a.oas,f300288.oas",2025-07-14 09:44:10
PANTHERLAKECPU-UDIE,0EA9,8PXMCVAG,8PXMCG,0,PCL,G,EA6M,12/09/2024,12/12/2024,2024-12-13 12:00:00,Released,REV 4.2.1.0,F52,8PXMCGPCL0EA9,08/21/2025,2025-09-07 00:00:00,Processing - Active,,~08/21/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:08:35
PANTHERLAKECPU-UDIE,0EA7,8PXMCVAG,8PXMCG,0,PCT,G,EA6M,12/09/2024,12/12/2024,2024-12-13 12:00:00,Released,REV 3.0.1.0,F52,8PXMCGPCT0EA7,08/11/2025,2025-09-08 00:00:00,Processing - Active,,~08/11/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:15:45
PANTHERLAKECPU-UDIE,0EA10,8PXMCVAG,8PXMCG,0,PLY,G,EA6M,12/09/2024,12/11/2024,2024-12-13 12:00:00,Released,REV 3.2.2.0,F52,8PXMCGPLY0EA10,08/24/2025,2025-09-08 00:00:00,Processing - Active,,~08/24/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0EA11,8PXMCVAG,8PXMCG,0,PLY,G,EA6M,12/09/2024,12/11/2024,2024-12-13 12:00:00,Released,REV 3.2.2.0,F52,8PXMCGPLY0EA11,08/06/2025,2025-09-09 00:00:00,Processing - Active,,~08/06/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0EA10,8PXMCVAG,8PXMCG,0,MT0,G,EB6X,12/11/2024,12/22/2024,2024-12-21 12:00:00,Released,REV 2.1.1.0,F52,8PXMCGMT00EA10,08/20/2025,2025-08-16 08:43:10,Processing - Active,,09/06/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0b.oas,f300288.oas",2025-02-18 09:23:53
PANTHERLAKECPU-UDIE,0EA9,8PXMCVAG,8PXMCG,0,MT0,G,EB6X,12/11/2024,12/22/2024,2024-12-21 12:00:00,Released,REV 2.1.1.0,F52,8PXMCGMT00EA9,08/21/2025,2025-08-15 08:43:10,Processing - Active,,09/06/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0b.oas,f300288.oas",2025-02-18 09:23:53
PANTHERLAKECPU-UDIE,9EB2,8PXMCVAG,8PXMCG,0,MT0,G,EB6X,03/14/2025,04/23/2025,2025-03-28 12:00:00,Released,REV 3.3.1.0,F52,8PXMCGMT09EB2,08/21/2025,2025-08-15 08:43:10,Processing - Active,,09/06/2025,1278.3-17,,1278.3,KSHARMA,"8pxmcg_0b.oas,f300288b_eng.oas",2025-06-21 08:44:04
PANTHERLAKECPU-UDIE,9EB3,8PXMCVAG,8PXMCG,0,MT0,G,EB6X,03/14/2025,04/23/2025,2025-03-28 12:00:00,Released,REV 3.3.1.0,F52,8PXMCGMT09EB3,08/22/2025,2025-08-14 08:43:10,Processing - Active,,09/06/2025,1278.3-17,,1278.3,KSHARMA,"8pxmcg_0b.oas,f300288b_eng.oas",2025-06-21 08:44:04
PANTHERLAKECPU-UDIE,1EA4,8PXMCVAG,8PXMCG,1,MT1,G,EB6X,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 3.0.3.0,F52,8PXMCGMT11EA4,08/28/2025,2025-08-14 08:43:10,Processing - Active,,09/10/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-07-25 11:44:01
PANTHERLAKECPU-UDIE,1EA5,8PXMCVAG,8PXMCG,1,MT1,G,EB6X,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 3.0.3.0,F52,8PXMCGMT11EA5,08/28/2025,2025-08-13 08:43:10,Processing - Active,,09/10/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-07-25 11:44:01
PANTHERLAKECPU-UDIE,1EA11,8PXMCVAG,8PXMCG,1,MT2,G,EB6X,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 4.3.2.0,F52,8PXMCGMT21EA11,08/29/2025,2025-08-13 08:43:10,Processing - Active,,09/12/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 11:24:00
PANTHERLAKECPU-UDIE,1EA12,8PXMCVAG,8PXMCG,1,MT2,G,EB6X,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 4.3.2.0,F52,8PXMCGMT21EA12,08/31/2025,2025-08-12 08:43:10,Processing - Active,,09/12/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 11:24:00
PANTHERLAKECPU-UDIE,0EA5,8PXMCVAG,8PXMCG,0,DNU,G,EA6M,12/09/2024,12/11/2024,2024-12-13 12:00:00,Released,REV 2.2.3.0,F52,8PXMCGDNU0EA5,08/06/2025,2025-09-06 00:00:00,Processing - Active,,~08/06/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0EA6,8PXMCVAG,8PXMCG,0,DNU,G,EA6M,12/09/2024,12/11/2024,2024-12-13 12:00:00,Released,REV 2.2.3.0,F52,8PXMCGDNU0EA6,08/07/2025,2025-09-06 00:00:00,Processing - Active,,~08/07/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0EA6,8PXMCVAG,8PXMCG,0,TLK,G,EB6X,12/09/2024,12/12/2024,2024-12-13 12:00:00,Released,REV 4.1.1.0,F52,8PXMCGTLK0EA6,08/14/2025,2025-09-06 00:00:00,Processing - Active,,~08/14/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-02 11:24:17
PANTHERLAKECPU-UDIE,0EA7,8PXMCVAG,8PXMCG,0,TLK,G,EB6X,12/09/2024,12/12/2024,2024-12-13 12:00:00,Released,REV 4.1.1.0,F52,8PXMCGTLK0EA7,08/13/2025,2025-09-06 00:00:00,Processing - Active,,~08/13/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-02 11:24:17
PANTHERLAKECPU-UDIE,0EA6,8PXMCVAG,8PXMCG,0,TPA,G,EA6M,12/09/2024,12/13/2024,2024-12-13 12:00:00,Released,REV 3.6.2.0,F52,8PXMCGTPA0EA6,09/05/2025,2025-09-06 00:00:00,Processing - Active,,~09/05/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:08:35
PANTHERLAKECPU-UDIE,0EA7,8PXMCVAG,8PXMCG,0,TPB,G,EA6M,12/09/2024,12/13/2024,2024-12-13 12:00:00,Released,REV 3.6.2.0,F52,8PXMCGTPB0EA7,08/21/2025,2025-09-07 00:00:00,Processing - Active,,~08/21/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0a.oas,f300288.oas",2025-05-01 05:31:53
PANTHERLAKECPU-UDIE,0EA7,8PXMCVAG,8PXMCG,0,VCG,G,EA6M,12/11/2024,12/13/2024,2024-12-18 07:02:00,Released,REV 5.0.0.0,F52,8PXMCGVCG0EA7,09/03/2025,2025-09-07 00:00:00,Processing - Active,,~09/03/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0b.oas,f300288.oas",2025-05-01 05:15:45
PANTHERLAKECPU-UDIE,0EA8,8PXMCVAG,8PXMCG,0,VCT,G,EA6M,12/11/2024,12/13/2024,2024-12-18 07:02:00,Released,REV 6.0.0.0,F52,8PXMCGVCT0EA8,09/06/2025,2025-09-08 00:00:00,Processing - Active,,~09/06/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0b.oas,f300288.oas",2025-05-01 06:44:19
PANTHERLAKECPU-UDIE,9EB3,8PXMCVAG,8PXMCG,1,MT2,G,EB6X,05/14/2025,05/28/2025,2025-05-29 07:00:00,Released,REV 5.1.1.0,F52,8PXMCGMT29EB3,08/25/2025,2025-08-12 08:43:10,Processing - Active,,09/12/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_1a.oas,f300288b_eng.oas",2025-05-28 11:44:01
PANTHERLAKECPU-UDIE,0EA11,8PXMCVAG,8PXMCG,0,MT0,G,EB6X,12/11/2024,12/22/2024,2024-12-21 12:00:00,Released,REV 2.1.1.0,F52,8PXMCGMT00EA11,08/26/2025,2025-08-11 13:15:07,Processing - Active,,09/06/2025,1278.3-17,,1278.3,DMJACOB,"8pxmcg_0b.oas,f300288.oas",2025-02-18 09:23:53
PANTHERLAKECPU-UDIE,1EA6,8PXMCVAG,8PXMCG,1,MT1,G,EB6X,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 3.0.3.0,F52,8PXMCGMT11EA6,08/28/2025,2025-08-10 13:15:07,Processing - Active,,09/10/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-07-25 11:44:01
PANTHERLAKECPU-UDIE,1EA13,8PXMCVAG,8PXMCG,1,MT2,G,EB6X,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 4.3.2.0,F52,8PXMCGMT21EA13,08/29/2025,2025-08-10 13:15:07,Processing - Active,,08/18/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 11:24:00
PANTHERLAKECPU-UDIE,1EA6,8PXMCVAG,8PXMCG,1,MT3,G,EB6X,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 5.2.3.0,F52,8PXMCGMT31EA6,08/28/2025,2025-08-09 13:15:07,Processing - Active,,08/18/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 10:44:00
PANTHERLAKECPU-UDIE,1EA11,8PXMCVAG,8PXMCG,1,MT4,G,EB6X,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 5.1.2.0,F52,8PXMCGMT41EA11,08/28/2025,2025-08-09 13:15:07,Processing - Hold,,08/18/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 10:44:00
PANTHERLAKECPU-UDIE,1EA7,8PXMCVAG,8PXMCG,1,VA0,G,EA6M,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 4.1.0.0,F52,8PXMCGVA01EA7,09/07/2025,2025-08-08 13:15:07,Processing - Active,,09/08/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 10:24:00
PANTHERLAKECPU-UDIE,1EA7,8PXMCVAG,8PXMCG,1,VA1,G,EA6M,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 5.0.0.0,F52,8PXMCGVA11EA7,09/08/2025,2025-08-08 13:15:07,Processing - Active,,08/18/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 10:24:00
PANTHERLAKECPU-UDIE,1EA7,8PXMCVAG,8PXMCG,1,VA2,G,EA6M,04/06/2025,04/29/2025,2025-04-16 12:00:00,Released,REV 4.1.2.0,F52,8PXMCGVA21EA7,09/07/2025,2025-08-08 13:15:07,Processing - Active,,08/18/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1a.oas,f300288b.oas",2025-04-29 10:04:00
PANTHERLAKECPU-UDIE,1NA3,8PXMCVAG,8PXMCG,1,MT9,G,NG6N,04/28/2025,05/01/2025,2025-05-08 12:00:00,Released,REV 4.2.1.0,F52,8PXMCGMT91NA3,08/19/2025,2025-09-07 00:00:00,Processing - Active,,~08/19/2025,1278.3-17,,1278.3,TDHILL,"8pxmcg_1b.oas,f300288b.oas",2025-05-01 06:44:10
