FACILITY,LOT,SCENARIO_NAME,PLAN_ID,STARTDATE,STARTOPER,ENDOPER,EXPECTEDOUT,EXPECTEDWT,CURRENTWT,COMMITOUT,COMMITPAS,COMMITWT,PAS,ACTIVE,KEEPACTIVE,UPDATED_BY,UPDATED_TIME,LOTTITLE,AUTOTRACKCHILD,ARCHIVE,EXEC_VIEW_WT,EXEC_VIEW_LOTTITLE,EXEC_VIEW_EXCLUDE,PAST24PAS,STARTOPERSEQ,ENDOPERSEQ,ADDED_BY,NEXSIM,AUTOLOAD_CONFIG,CURRENTOPER_CTG_DAYS,CURRENTOPERSEQ,REMAINING_PLANNED_CT,REMAINING_ACTIVITY_CNT,COMPLETED_ACTUAL_CT,COMPLETED_ACTIVITY_CNT,LAST_MOVEOUT,LAST_MOVEOUT_SEQNO,AUTOLOAD_DEACTIVE_DATE,SEGMENT_DAY,SECURITY_CODE
F32,A528920B,NPI SKIP SCT,4935.0,2025-07-13 08:12:00,180248,9812,2025-11-04 07:44:01,7.09,5.04,2025-11-20 18:00:00,16.427766203703698,6.48,-4.64546033144444,Y,Y,AMR\akamenny,2025-08-04 10:12:25,NPI PTL G SKIP MG EF/BGPT,Y,N,,,N,-1.175034722,30.0,3022.0,ATC,N,-1.0,0.027777778,392.0,91.89693992366665,703.0,21.02225694444444,106.0,2025-08-03 05:20:22,391.0,,22.0,536870912.0
