FACILITY,LOT,SCENARIO_NAME,PLAN_ID,STARTDATE,STARTOPER,ENDOPER,EXPECTEDOUT,EXPECTEDWT,CURRENTWT,COMMITOUT,COMMITPAS,COMMITWT,PAS,ACTIVE,KEEPACTIVE,UPDATED_BY,UPDATED_TIME,LOTTITLE,AUTOTRACKCHILD,ARCHIVE,EXEC_VIEW_WT,EXEC_VIEW_LOTTITLE,EXEC_VIEW_EXCLUDE,PAST24PAS,STARTOPERSEQ,ENDOPERSEQ,ADDED_BY,NEXSIM,AUTOLOAD_CONFIG,CURRENTOPER_CTG_DAYS,CURRENTOPERSEQ,REMAINING_PLANNED_CT,REMAINING_ACTIVITY_CNT,COMPLETED_ACTUAL_CT,COMPLETED_ACTIVITY_CNT,LAST_MOVEOUT,LAST_MOVEOUT_SEQNO,AUTOLOAD_DEACTIVE_DATE,SEGMENT_DAY,SECURITY_CODE
F32,A5289200,NPI SKIP SCT,4935.0,2025-07-13 08:04:00,176976,9812,2025-11-05 04:46:51,7.1000000000000005,4.54,2025-11-24 18:00:00,19.55079861111111,6.29,-5.599041926962959,Y,Y,AMR\akamenny,2025-08-04 10:11:10,NPI PTL G SKIP MG BE BGLA,Y,N,,,N,-0.1460845331481481,9.0,3059.0,AMR\mbhoopes,N,-1.0,0.028977778000000003,409.0,92.77478328866665,707.0,23.98918981481481,109.0,2025-08-04 01:10:41,408.0,,22.0,536870912.0
